Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Label_Human,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Braunstein, J; Chuchko, M",,,,"Braunstein, Juergen; Chuchko, Marina",,,Resource curse in the age of critical minerals: Geopolitical forces and market maturity,ENERGY RESEARCH & SOCIAL SCIENCE,,,,Article,,,,,,,,,"The global demand for critical minerals-such as lithium, cobalt, and rare earth elements-essential to renewable energy and technology, raises concerns about a modern resurgence of Dutch Disease in resource-rich countries. Traditional models focus on internal factors-such as fiscal capacity and institutional quality-to explain how countries manage the economic effects of resource extraction but overlook external conditions like geopolitical competition and the maturity of the specific commodity markets in which these resources are traded. This article introduces a comprehensive framework that integrates these external dimensions, offering a more nuanced perspective on resource curse in a decarbonization context. By addressing supply-side risks of windfall revenues, that are particularly relevant for commodity exporters of the South, we are closing a critical knowledge gap in the energy geopolitics debate, which predominantly focuses on demand-side risks associated with concerns of OECD and BRIC economies, such as energy security and supply chain disruption. The argument is substantiated through four case studies-Indonesia (nickel), Chile (copper), the Democratic Republic of Congo (cobalt), and Argentina (lithium)-which exemplify distinct combinations of commodity market maturity and geopolitical engagement and demonstrate the varied policy trade-offs that result.","[Braunstein, Juergen; Chuchko, Marina] WU Vienna Univ Econ & Business, Vienna, Austria; [Braunstein, Juergen] Harvard Univ, Harvard, MA USA; [Braunstein, Juergen] Austrian Acad Sci, Vienna, Austria; [Braunstein, Juergen] Vienna Univ Econ & Business WU, Inst Spacial & Social Ecol Transformat, Geofinance Unit, Welthandelspl 1,Bldg D4, A-1020 Vienna, Austria",,"Braunstein, J (corresponding author), Vienna Univ Econ & Business WU, Inst Spacial & Social Ecol Transformat, Geofinance Unit, Welthandelspl 1,Bldg D4, A-1020 Vienna, Austria.",Juergen.Braunstein@wu.ac.at,,,,,,,,7,8,,,,,,,,,,,SEP,2025,127,,,,,,,,104247,10.1016/j.erss.2025.104247,http://dx.doi.org/10.1016/j.erss.2025.104247,,AUG 2025,,,,,,,,,,2026-05-19,WOS:001548944600001,View Full Record in Web of Science
J,"Zanoletti, A; Bresolin, BM; Bontempi, E",,,,"Zanoletti, Alessandra; Bresolin, Bianca Maria; Bontempi, Elza",,,Building a Circular Economy for Lithium: Addressing Global Challenges,GLOBAL CHALLENGES,,,,Article,,,,,,,,,"As countries worldwide race toward a green transition, the demand for electric vehicles is surging, and with it comes a growing need for batteries. However, the push for increased domestic mining to secure these materials raises significant concerns about environmental sustainability. Even with stringent regulations, the environmental impact of mining can be profound, posing risks such as biodiversity loss, water pollution, and broader ecological damage. Furthermore, geopolitical tensions could arise as countries whose economic interests are threatened by these initiatives may react adversely. Local communities might also resist mining projects due to concerns over environmental degradation, health risks, and disruptions to their livelihoods. Given the critical importance of metals in the ecological transition, this challenge must be approached with the same urgency and global coordination as a pandemic response. Just as the world mobilized unprecedented resources to tackle COVID-19, a similarly robust approach is necessary to ensure the availability of critical metals for a sustainable future. This paper suggests potential pathways for academic, technological, and societal advancements within the framework of a circular economy for lithium, aiming to secure a sustainable supply of this essential resource.","[Zanoletti, Alessandra; Bresolin, Bianca Maria; Bontempi, Elza] Univ Brescia, INSTM, Via Branze 38, I-25123 Brescia, Italy; [Zanoletti, Alessandra; Bresolin, Bianca Maria; Bontempi, Elza] Univ Brescia, Chem Technol Lab, Via Branze 38, I-25123 Brescia, Italy",,"Bontempi, E (corresponding author), Univ Brescia, INSTM, Via Branze 38, I-25123 Brescia, Italy.;Bontempi, E (corresponding author), Univ Brescia, Chem Technol Lab, Via Branze 38, I-25123 Brescia, Italy.",elza.bontempi@unibs.it,,,,,,,,9,9,,,,,,,,,,,DEC,2024,8,12,,,,,,,,10.1002/gch2.202400250,http://dx.doi.org/10.1002/gch2.202400250,,NOV 2024,,,,,,,,,,2026-05-19,WOS:001354155600001,View Full Record in Web of Science
J,"Sun, HB; Zhang, XT; Luo, CC",,,,"Sun, Hongbo; Zhang, Xinting; Luo, Cuicui",,,A Review of Carbon Pricing Mechanisms and Risk Management for Raw Materials in Low-Carbon Energy Systems,ENERGIES,,,,Review,,,,,,,,,"The global shift to low-carbon energy systems has significantly increased demand for critical raw materials like lithium, cobalt, nickel, rare earth elements, and copper. These materials are essential for renewable technologies and energy storage. However, their extraction and processing produce significant carbon emissions and face challenges from supply chain vulnerabilities and price volatility. This review examines the complex relationship between carbon pricing mechanisms-such as carbon markets and taxes-and raw material markets. It explores the strategic importance of these materials, recent policy developments, and the transmission of carbon pricing impacts through supply chains. The review also analyzes the systemic risks created by carbon pricing, including regulatory uncertainty, market volatility, and geopolitical tensions. We then discuss financial tools and corporate strategies for managing these risks, such as carbon-linked derivatives and supply chain diversification. Finally, this review identifies key challenges and suggests future research to improve the resilience and sustainability of raw material supply chains. Here, resilience is defined as the capacity to adapt to carbon pricing volatility, geopolitical disruptions, and regulatory shocks, while maintaining operations. The paper concludes that coordinated policies and flexible risk management are urgently needed to support a reliable and sustainable energy transition.","[Sun, Hongbo] Univ Chinese Acad Sci, Sch Math Sci, Beijing 100049, Peoples R China; [Zhang, Xinting; Luo, Cuicui] Univ Chinese Acad Sci, Beijing 100049, Peoples R China",,"Luo, CC (corresponding author), Univ Chinese Acad Sci, Beijing 100049, Peoples R China.",sunhongbo22@mails.ucas.ac.cn; xintingzhang22@163.com; luocuicui@ucas.ac.cn,,,,,,,,2,2,,,,,,,,,,,JUN 27,2025,18,13,,,,,,,3401,10.3390/en18133401,http://dx.doi.org/10.3390/en18133401,,,,,,,,,,,,2026-05-19,WOS:001527490000001,View Full Record in Web of Science
J,"Baldassarre, B",,,,"Baldassarre, Brian",,,"Circular economy for resource security in the European Union (EU): Case study, research framework, and future directions",ECOLOGICAL ECONOMICS,,,,Article,,,,,,,,,"The European Union (EU) relies on imported raw materials to manufacture renewable energy, digital, mobility, aerospace, and defence technologies. A circular economy can mitigate this critical dependency, for example by recycling materials or remanufacturing products locally. These resource efficiency strategies, however, require new supply chain configurations supported by research and innovation. While this is taking place in few selected supply chains, notably lithium-ion battery technology, little is known about circularity for most critical raw materials and their applications. Information is scattered across industry players and disciplinary competences, or not publicly available due to confidentiality concerns. This article presents a case study on titanium metal circularity in the aviation and defence sectors. The results inform three industrial policy recommendations to mitigate the risk of supply disruption in the EU, aggravated by Russia's invasion of Ukraine. Based on the case study, a methodological framework is proposed to guide future research on circularity for resource security. This subject requires urgent attention to achieve EU strategic autonomy objectives, against the background of climate change, resource depletion and waste management challenges in a complex geopolitical landscape.","[Baldassarre, Brian] European Commiss, Joint Res Ctr, C Inca Garcilaso 3, Seville 41092, Spain",,"Baldassarre, B (corresponding author), European Commiss, Joint Res Ctr, C Inca Garcilaso 3, Seville 41092, Spain.",brian.baldassarre@ec.europa.eu,,,,,,,,45,53,,,,,,,,,,,JAN,2025,227,,,,,,,,108345,10.1016/j.ecolecon.2024.108345,http://dx.doi.org/10.1016/j.ecolecon.2024.108345,,SEP 2024,,,,,,,,,,2026-05-19,WOS:001314438000001,View Full Record in Web of Science
J,"Rui, X; Geng, Y; Sun, X; Hao, H; Xiao, SJ",,,,"Rui, Xue; Geng, Yong; Sun, Xin; Hao, Han; Xiao, Shijiang",,,Dynamic material flow analysis of natural graphite in China for 2001-2018,RESOURCES CONSERVATION AND RECYCLING,,,,Article,,,,,,,,,"Graphite is considered a critical mineral because of its importance to clean energy transition and global supply concentration. This critical role is evident for electric vehicles that depends on lithium-ion batteries using graphite as anode material. China is the world's largest producer and consumer of natural graphite due to its booming economy and rapid penetration of clean energy driven by carbon neutrality ambition. Given this background, this study conducts a dynamic material flow analysis of natural graphite to reveal the evolution trend of graphite flows in China from 2001 to 2018. Main results include: (1) China's graphite resource experienced extensive utilization to meet demands from domestic consumption (55-83%) and exportation (17-45%), (2) Of the 1643 Gg/yr graphite entering China's anthroposphere, 15% accumulates in in-use stock and 34% enters the waste stage, and secondary graphite only accounts for 0.7-5.7% of the total supply; (3) Releases of graphite (1271 Gg/yr) are mainly divided into tailings, dissipative losses in use, and post-consumer losses; (4) The export-production ratio has increased from 16% in 2001 to 40% in 2018; (5) Graphite demand from electric vehicles is estimated to be 18 times the current level by 2030 (2340 Gg). These results imply that China should not only prepare national policies on managing the overall graphite production activities in response to concerns about domestic resource loss and environmental disruption induced from extractive and processing activities, but also prepare policies encouraging appropriate graphite recycling from safety and economic feasibility perspectives.","[Rui, Xue] Shanghai Jiao Tong Univ, Sch Environm Sci & Engn, Shanghai 200240, Peoples R China; [Rui, Xue; Geng, Yong] Shanghai Jiao Tong Univ, Sch Int & Publ Affairs, China Inst Urban Governance, Shanghai 200030, Peoples R China; [Geng, Yong; Xiao, Shijiang] Shanghai Jiao Tong Univ, Sch Int & Publ Affairs, Shanghai 200030, Peoples R China; [Sun, Xin; Hao, Han] Tsinghua Univ, State Key Lab Automot Safety & Energy, Beijing 100084, Peoples R China; [Sun, Xin; Hao, Han] Tsinghua Univ, Tsinghua Rio Tinto Joint Res Ctr Resources Energy, Beijing 100084, Peoples R China; [Hao, Han] Tsinghua Univ, Tsinghua Automot Strategy Res Inst, Beijing 100084, Peoples R China",,"Geng, Y (corresponding author), Shanghai Jiao Tong Univ, Sch Int & Publ Affairs, Shanghai 200030, Peoples R China.",ruixue0108@sjtu.edu.cn; ygeng@sjtu.edu.cn; sunxin18@mails.tsinghua.edu.cn; hao@tsinghua.edu.cn; shijiang.xiao@sjtu.edu.cn,,,,,,,,59,66,,,,,,,,,,,OCT,2021,173,,,,,,,,105732,10.1016/j.resconrec.2021.105732,http://dx.doi.org/10.1016/j.resconrec.2021.105732,,JUN 2021,,,,,,,,,,2026-05-19,WOS:000670702800025,View Full Record in Web of Science
J,"Miswanto, A; Rahmah, N; Masruroh, NA; Prameswara, G; Petrus, HTBM",,,,"Miswanto, Agus; Rahmah, Nafisa; Masruroh, Nur Aini; Prameswara, Gyan; Petrus, Himawan Tri Bayu Murti",,,Strategic assessment of lithium iron phosphate in the global energy transition: Supply chain dynamics and future competitiveness,MINERAL ECONOMICS,,,,Article; Early Access,,,,,,,,,"Lithium Iron Phosphate (LFP) has become a significant cathode material supporting the sustainable global energy transition. Unlike nickel-based batteries, LFP offers several advantages in terms of thermal stability, cost efficiency, and supply chain resilience, which are crucial aspects for its widespread adoption in electric vehicles (EVs) and energy storage systems (ESS). This study aims to evaluate the strategic position of LFP through an integrative approach that includes bibliometric analysis, demand projection, and a SWOT evaluation. Using Scopus metadata from 2020 to 2024, this study identifies key trends in four dimensions: technical innovation, sectoral applications, economic dynamics, and sustainability. The bibliometric analysis reveals a strategic shift across four dimensions: technical research is prioritizing cathode stability and synthesis optimization; sectoral applications are increasingly focused on grid-scale ESS and EV integration; economic studies emphasize cost-competitiveness against NMC chemistries; and sustainability research is rapidly expanding into recycling and circular economy frameworks to enhance supply chain resilience. Global demand projections are derived through a log-linear regression model for the EV sector and a compound annual growth rate (CAGR) approach for the ESS sector. The results indicate that annual LFP demand will surge from approximately 1,044 GWh in 2025 to over 4.9 million GWh (4,900 TWh) by 2045, with the EV sector accounting for roughly 2.45 million GWh and the ESS sector contributing the remaining share. The SWOT analysis highlights the strengths of LFP in terms of phosphate resource availability and compliance with environmental, social, and governance (ESG) principles while also examining external challenges such as technological disruption and supply chain concentration. The results of this study underscore the importance of diversifying production strategies, strengthening investment in phosphate-bearing countries, and integrating LFP into energy transition policies to achieve net-zero emission targets. This study contributes to strengthening strategic mineral governance, making LFP a safe, affordable, and sustainable global energy solution.","[Miswanto, Agus] Natl Res & Innovat Agcy, Res Ctr Geol Resources, Bandung, Indonesia; [Rahmah, Nafisa; Petrus, Himawan Tri Bayu Murti] Univ Gadjah Mada, Fac Engn, Dept Chem Engn, Sustainable Mineral Met Proc Res Grp, Yogyakarta, Indonesia; [Masruroh, Nur Aini] Univ Gadjah Mada, Fac Engn, Dept Mech & Ind Engn, Yogyakarta, Indonesia; [Prameswara, Gyan] Politekn ATI Makassar, Dept Mineral Chem Engn, Makassar, Indonesia; [Petrus, Himawan Tri Bayu Murti] Univ Gadjah Mada, Fac Engn, Unconvent Georesources Res Grp, Yogyakarta, Indonesia",,"Petrus, HTBM (corresponding author), Univ Gadjah Mada, Fac Engn, Dept Chem Engn, Sustainable Mineral Met Proc Res Grp, Yogyakarta, Indonesia.;Petrus, HTBM (corresponding author), Univ Gadjah Mada, Fac Engn, Unconvent Georesources Res Grp, Yogyakarta, Indonesia.",agus157@brin.go.id; nafisarahmah2@gmail.com; aini@ugm.ac.id; gyan@atim.ac.id; bayupetrus@ugm.ac.id,,,,,,,,0,0,,,,,,,,,,,2026 APR 2,2026,,,,,,,,,,10.1007/s13563-026-00624-z,http://dx.doi.org/10.1007/s13563-026-00624-z,,APR 2026,,,,,,,,,,2026-05-19,WOS:001732362200001,View Full Record in Web of Science
J,"Ziemann, S; Grunwald, A; Schebek, L; MŸller, DB; Weil, M",,,,"Ziemann, S.; Grunwald, A.; Schebek, L.; Mueller, D. B.; Weil, M.",,,The future of mobility and its critical raw materials,REVUE DE METALLURGIE-CAHIERS D INFORMATIONS TECHNIQUES,,,,Article,,,,,,,,,"Concerns for climate change and declining oil reserves lead to a shift of transportation systems in many industrial countries. However, alternative drive concepts contain to some extent critical raw materials. Since the availability of certain raw materials could be decisive for the success of emerging technologies, concerns are growing about the potential limitation of resources. This brought about a growing attention to the subjects of criticality and resource security of raw materials by science, policy and industry. Four of the resulting surveys are described in terms of their framing of criticality, their indicators for evaluating criticality, and their rankings of potentially critical raw materials. Critical raw materials are used in alternative drive concepts because of their specific properties. The focus of our work lies on batteries for electric vehicles with special attention to lithium-ion batteries being one of the most promising candidates for energy storage there. Lithium-ion batteries use as major cathode materials lithium, manganese and cobalt, all of which are potential critical. A material flow model of the global manganese cycle is developed. It could be identified that there is a lack of relevant data for processes and flows. The lack of data impedes a comprehensive view and therefore no final conclusions could be drawn, which advice the need for further research. Using manganese as an example, it could be illustrated how material flow analysis can contribute to compiling relevant preparatory work that can subsequently serve as a basis for a prospective support of a criticality evaluation and to inform stakeholders and policy makers about the effectiveness of various interventions to reduce the risk or the effects of supply chain disruptions.","[Ziemann, S.; Grunwald, A.; Weil, M.] Karlsruhe Inst Technol, Inst Technol Assessment & Syst Anal ITAS, D-76021 Karlsruhe, Germany; [Schebek, L.] Tech Univ Darmstadt, Darmstadt, Germany; [Mueller, D. B.] Norwegian Univ Sci & Technol NTNU, Dept Hydraul & Environm Engn, NO-7491 Trondheim, Norway; [Weil, M.] Helmholtz Inst Ulm Electrochem Energy Storage, D-89081 Ulm, Germany",,"Ziemann, S (corresponding author), Karlsruhe Inst Technol, Inst Technol Assessment & Syst Anal ITAS, POB 3640, D-76021 Karlsruhe, Germany.",saskia.ziemann@kit.edu,,,,,,,,25,28,,,,,,,,,,,,2013,110,1,,,,,47,54,,10.1051/metal/2013052,http://dx.doi.org/10.1051/metal/2013052,,,,,,,,,,,,2026-05-19,WOS:000318668500006,View Full Record in Web of Science
J,"Tripathy, A; Bhuyan, A; Padhy, RK; Mangla, SK; Roopak, R",,,,"Tripathy, Asit; Bhuyan, Atanu; Padhy, R. K.; Mangla, Sachin Kumar; Roopak, Roopendra",,,Drivers of lithium-ion batteries recycling industry toward circular economy in industry 4.0,COMPUTERS & INDUSTRIAL ENGINEERING,,,,Article,,,,,,,,,"An exponential demand increase for lithium-ion batteries (LIBs) has contributed to a looming waste crisis. Cir-cular economy has been increasingly seen to counter this crisis, further scaled-up by operationalizing Industry 4.0 disruptions around the triple bottom line. As a core pillar of circular economy, this study addresses LIB recycling and explores its key drivers. The drivers are identified and evaluated using Delphi study and multi-criteria decision-making methods. The proposed integrated methodological framework is further tested with data involving multiple stakeholders. The findings underscore the most profound causal drivers: institutional incentives supporting LIB recycling, availability of reliable technology, and strengthening coordination among actors in a supply chain using Industry 4.0. Interestingly, the highest-ranking causal drivers of LIB recycling were retrieved not from the existing literature but from the expert pool. The findings also reveal some counterintuitive results, such as practitioners prioritizing environmental factors over economic ones instead of the widespread convention of their preferences toward economic goals. The study thereby offered some helpful policy levers, which when empirically strategized with Industry 4.0 should enable stakeholders make more informed decisions in shaping an emerging industry such as LIB recycling.","[Tripathy, Asit; Bhuyan, Atanu; Mangla, Sachin Kumar] OP Jindal Global Univ, Jindal Global Business Sch, Sonipat 131001, Haryana, India; [Padhy, R. K.] Indian Inst Management, Sambalpur 768019, Orissa, India; [Roopak, Roopendra] Indian Inst Management, Kashipur 244713, Uttarakhand, India",,"Mangla, SK (corresponding author), OP Jindal Global Univ, Jindal Global Business Sch, Sonipat 131001, Haryana, India.",asittripathy111@gmail.com; atanu.bhuyan@gmail.com; rkpadhy@yahoo.com; sachinmangl@gmail.com; roopendra.fpm1716@iimkashipur.ac.in,,,,,,,,44,50,,,,,,,,,,,MAY,2023,179,,,,,,,,109157,10.1016/j.cie.2023.109157,http://dx.doi.org/10.1016/j.cie.2023.109157,,MAR 2023,,,,,,,,,,2026-05-19,WOS:000967730000001,View Full Record in Web of Science
J,"Golroudbary, SR; Kraslawski, A; Wilson, BP; Lundstroem, M",,,,"Golroudbary, Saeed Rahimpour; Kraslawski, Andrzej; Wilson, Benjamin P.; Lundstroem, Mari",,,Assessment of environmental sustainability of nickel required for mobility transition,FRONTIERS IN CHEMICAL ENGINEERING,,,,Article,,,,,,,,,"Nickel (Ni) in batteries (e.g., nickel-metal hydride battery (NiMH), lithium nickel cobalt aluminum oxide (NCA) and lithium nickel manganese cobalt oxide (NMC)) aim to ensure higher energy density and greater storage capacity. Two typical layered nickel-rich ternary cathode materials, NCA and NMC, are commercialized as advanced lithium-ion batteries (LiBs) for electric vehicles (EVs). The technology of those batteries has been improving by steadily increasing the nickel content in each cathode generation. In this study, we consider two types of batteries having a composite cathode made of Li [Ni0.80Co0.1Al0.1]O-2, and Li [Ni0.33Mn0.33Co0.33]O-2, which are the most common cathode materials for LiBs in EVs since 2010 and their functional recycling is performed. The increasing use of nickel in battery technologies has resulted in the continuous growth of demand for nickel over recent years. Nickel was added to the list of critical materials by the United States Geological Survey (USGS) already in 2021. Unfortunately now, the sustainable supply of nickel is even at higher risk due to the sanctions-related disruption of supplies from Russia. Therefore, enhancing the circularity of nickel starts to be vital for many economies. Demand for recycled nickel is growing, however, a systematic analysis of the sustainability of its recycling is still missing. Therefore, we provide a comprehensive assessment of the sustainability of the global primary and secondary production of nickel. Using system dynamics modelling integrated with geometallurgy principles and by analyzing the processing routes (pyrometallurgical and hydrometallurgical processes), we quantify the key environmental concerns across the life cycle of primary and secondary nickel required for sustainable mobility transition. Energy consumption, water use, and related emissions are assessed for all stages of the nickel supply chain, from mining to recycling. Our analysis shows the possibility of reducing the emissions by around 4.7 mt for GHG, 6.9 kt for PM2.5, 34.3 t for BC, 2.8 kt for CH4, 7.5 kt for CO, 3.3 mt for CO2, 169.9 t for N2O, 3.8 kt for NOx, 11.8 kt for PM10, 104.8 t for POC, 1.6 mt for SOx, and 232.5 t for VOC by engaging in the secondary production of nickel through the recycling of batteries. However, identical growth rate of energy consumption and water use compared to nickel mass flows means no technical progress has been achieved in different stages of the nickel supply chain towards sustainability over the period 2010-2030. Therefore, an improvement in technology is needed to save energy and water in nickel production processes. The results and findings of this study contribute to a better understanding of the necessity for improving closed-loop supply chain policies for nickel.","[Golroudbary, Saeed Rahimpour; Wilson, Benjamin P.; Lundstroem, Mari] Aalto Univ, Dept Chem & Met Engn, Hydromet & Corros Circular Raw Mat Hub, Espoo, Finland; [Kraslawski, Andrzej] LUT Univ, Sch Engn Sci, Ind Engn & Management IEM, Lappeenranta, Finland",,"Golroudbary, SR (corresponding author), Aalto Univ, Dept Chem & Met Engn, Hydromet & Corros Circular Raw Mat Hub, Espoo, Finland.;Kraslawski, A (corresponding author), LUT Univ, Sch Engn Sci, Ind Engn & Management IEM, Lappeenranta, Finland.",Saeed.Rahimpour@aalto.fi; Andrzej.kraslawski@lut.fi,,,,,,,,25,27,,,,,,,,,,,JAN 5,2023,4,,,,,,,,978842,10.3389/fceng.2022.978842,http://dx.doi.org/10.3389/fceng.2022.978842,,,,,,,,,,,,2026-05-19,WOS:000994810000001,View Full Record in Web of Science
J,"Bajolle, H; Lagadic, M; Louvet, N",,,,"Bajolle, Hadrien; Lagadic, Marion; Louvet, Nicolas",,,"The future of lithium-ion batteries: Exploring expert conceptions, market trends, and price scenarios",ENERGY RESEARCH & SOCIAL SCIENCE,,,,Article,,,,,,,,,"Electric mobility is presented as one of the major solutions to decarbonize the transport sector. The prospect of electric vehicles (EV) reaching cost parity with internal combustion engine vehicles (ICEV) is thus widely dis-cussed. Reaching cost-parity would imply a further decrease in lithium-ion battery (LIB) prices. However, the complexity of the LIB landscape makes it difficult to carry out reliable price forecasts. Indeed, the price pro-jections found in the literature vary substantially across authors, methods used, and battery technologies considered. Adopting a qualitative approach, this article uses semi-directive interviews of LIB experts to shed light on the logics underpinning discourses regarding battery price decreases. Qualitative data is analyzed and summarized in three overarching narratives about the future trajectory of LIB prices. The first one envisions a rapid price stabilization due to insufficient raw material supply. The second one suggests also that price will soon stop to decrease but does not envision physical shortages. Our third narrative contemplates a disruption of the market by new technologies such as solid state, which would make further price decrease possible, even on the long run. These results help to clarify the debate over the price of evolution of LIB and are also a methodological contribution in the field of technology forecast.","[Bajolle, Hadrien; Lagadic, Marion; Louvet, Nicolas] 6t Bur Rech, Paris, France",,"Bajolle, H (corresponding author), 6t Bur Rech, Paris, France.",hadrien.bajolle@6-t.co,,,,,,,,111,131,,,,,,,,,,,NOV,2022,93,,,,,,,,102850,10.1016/j.erss.2022.102850,http://dx.doi.org/10.1016/j.erss.2022.102850,,OCT 2022,,,,,,,,Y,N,2026-05-19,WOS:000879862100005,View Full Record in Web of Science
J,"Fern‡ndez, I; Rosa, EV; Palermo, I",,,,"Fernandez, Ivan; Rosa, Elena V.; Palermo, Iole",,,Design of a brazing connector for DEMO in-vessel components,FUSION ENGINEERING AND DESIGN,,,,Article,,,,,,,,,"The cost of electricity generated by fusion power will be strongly conditioned by the availability of future reactors. One key issue is the developing of feasible quick pipe connectors for the connection/disconnection of critical in-vessel components during maintenance operations. Brazing is a widely used joining technique which produces leak-proof high strength joints, with excellent stress distribution, little distortion and minimum oxidation. This work presents a design of a self-brazing/debrazing connector to be used with helium, lead lithium and water pipes in DEMO. The remote handling compatible design includes an induction heating system, a brazing atmosphere supply, an inspection system (leak testing), a bolted/clamped union to provide stiffness against disruptions and thermal loads, and a positioning and alignment system. (C) 2014 Elsevier B.V. All rights reserved.","[Fernandez, Ivan; Rosa, Elena V.; Palermo, Iole] EURATOM CIEMAT Assoc, Madrid 28040, Spain",,"Fern‡ndez, I (corresponding author), EURATOM CIEMAT Assoc, Av Complutense 40, Madrid 28040, Spain.",ivan.fernandez@ciemat.es,,,,,,,,3,3,,,,,,,,,,,OCT,2014,89,9-10,,,,,2363,2367,,10.1016/j.fusengdes.2014.02.002,http://dx.doi.org/10.1016/j.fusengdes.2014.02.002,,,,,,,,,,,,2026-05-19,WOS:000341335300096,View Full Record in Web of Science
J,"Lewicka, E; Guzik, K; Galos, K",,,,"Lewicka, Ewa; Guzik, Katarzyna; Galos, Krzysztof",,,On the Possibilities of Critical Raw Materials Production from the EU's Primary Sources,RESOURCES-BASEL,,,,Article,,,,,,,,,"Sufficient supplies of critical raw materials (CRMs) for rapidly developing technologies, e.g., Li-ion batteries, wind turbines, photovoltaics, digitization, etc., have become one of the main economic challenges for the EU. Due to growing import dependency and associated risk of supply disruptions of these raw materials from third countries, there is a need to encourage their domestic production. This is an important starting point for EU value chains crucial for the sustainable economic growth of the whole Union. This contribution has evaluated the possibilities of CRMs supply from the EU's primary sources. A three-step approach, including an assessment of CRMs' importance for the EU's economic growth, their significance in at least two of the three strategic industrial sectors (i.e., renewable energy, e-mobility, defense and aerospace), and their potential availability from EU mineral deposits, has been applied. Results of the analysis have shown that, of 29 critical mineral raw materials (according to the 2020 EC list), the potential to develop manufacturing from the Union mineral deposits exists for 11 CRMs, i.e., cobalt, graphite (natural), HREE, LREE, lithium, magnesium, niobium, PGMs, silicon metal, titanium, and tungsten, while some other CRMs, namely gallium, germanium, indium, and vanadium can be recovered as by-products. Measures to mitigate EU import dependency have been also proposed.","[Lewicka, Ewa; Guzik, Katarzyna; Galos, Krzysztof] Polish Acad Sci, Mineral & Energy Econ Res Inst, J Wybickiego 7A, PL-31261 Krakow, Poland",,"Lewicka, E (corresponding author), Polish Acad Sci, Mineral & Energy Econ Res Inst, J Wybickiego 7A, PL-31261 Krakow, Poland.",lewicka@min-pan.krakow.pl; guzik@min-pan.krakow.pl; krzysztof.galos@min-pan.krakow.pl,,,,,,,,73,84,,,,,,,,,,,MAY,2021,10,5,,,,,,,50,10.3390/resources10050050,http://dx.doi.org/10.3390/resources10050050,,,,,,,,,,,,2026-05-19,WOS:000654473200001,View Full Record in Web of Science
